AppID,Name,Release date,Estimated owners,Peak CCU,Required age,Price,DLC count,About the game,Supported languages,Full audio languages,Reviews,Header image,Website,Support url,Support email,Windows,Mac,Linux,Metacritic score,Metacritic url,User score,Positive,Negative,Score rank,Achievements,Recommendations,Notes,Average playtime forever,Average playtime two weeks,Median playtime forever,Median playtime two weeks,Developers,Publishers,Categories,Genres,Tags,Screenshots,Movies																																																																																																																																																																																																																					
1709450,"Grim Tales: The Heir Collector's Edition","Jul 30, 2021","20000 - 50000",1,0,9.99,0,"Elephant Games proudly presents the next gripping installment of the popular Grim Tales series. Youâ€™ve been called to the Gray's Castle to help your nephew Brandon. His son is missing, and his wife's fallen into a mysterious coma! It's up to you to discover what dark forces are at play in your family's castle. The past and present collide as you look for answers. Do you have what it takes to change the outcome of the future before it's too late? Solve puzzles and find hidden objects to help you along the way. This is a special Collectorâ€™s Edition release full of exclusive extras you wonâ€™t find in the standard version. The Collectorâ€™s Edition includes: â€¢ Have another adventure with the Gray family in the bonus chapter! â€¢ Consult the strategy guide for additional help. â€¢ Test your skills further in the secret room. â€¢ Enjoy concept art, gain achievements, peruse wallpapers, and more! This is a Hidden Object Puzzle Adventure game, meaning a specific genre of story-driven, point &amp	 click adventures. Throughout the game, players are tasked to find a list of objects hidden within a particular scene, and to occasionally complete various mini-games/puzzles.","['English']","['English']","","https://cdn.akamai.steamstatic.com/steam/apps/1709450/header.jpg?t=1627730551","","https://bigfishgames.zendesk.com/hc/en-us/","support@bigfishgames.zendesk.com",True,False,False,0,"",0,7,1,"",0,0,"",0,0,0,0,"Elephant Games","Big Fish Games","Single-player","Adventure,Casual","Hidden Object,Puzzle,Point & Click,Female Protagonist,Detective,Casual,Linear,Story Rich,Colorful,Fantasy,Magic,Atmospheric,Investigation,Adventure,Mystery,Dark,Singleplayer","https://cdn.akamai.steamstatic.com/steam/apps/1709450/ss_5c71508492073c0ebcb7458d604541611c53a8b1.1920x1080.jpg?t=1627730551,https://cdn.akamai.steamstatic.com/steam/apps/1709450/ss_7e5d4badb2393fe9f150d421712e113587a4a84a.1920x1080.jpg?t=1627730551,https://cdn.akamai.steamstatic.com/steam/apps/1709450/ss_ea634419ed32064cdd81b4668bd1a18d6c126736.1920x1080.jpg?t=1627730551,https://cdn.akamai.steamstatic.com/steam/apps/1709450/ss_c5659c1ec4115c2c2cbe5612731a79e2c88a0969.1920x1080.jpg?t=1627730551,https://cdn.akamai.steamstatic.com/steam/apps/1709450/ss_b5c247485ecc2e7df4779745a04e971afaca13cd.1920x1080.jpg?t=1627730551,https://cdn.akamai.steamstatic.com/steam/apps/1709450/ss_3f9d393e337276957e1f5ccdd9a4f5cce123ea7d.1920x1080.jpg?t=1627730551,https://cdn.akamai.steamstatic.com/steam/apps/1709450/ss_fdf1b0ce6feb9a928140fadf0c37369c86697741.1920x1080.jpg?t=1627730551,https://cdn.akamai.steamstatic.com/steam/apps/1709450/ss_2481f37b2b91d1adbada5b171ba3b3101313dd6c.1920x1080.jpg?t=1627730551,https://cdn.akamai.steamstatic.com/steam/apps/1709450/ss_9fb325ac4bf84ec7f5863a18ced8e21dfa95472b.1920x1080.jpg?t=1627730551","http://cdn.akamai.steamstatic.com/steam/apps/256844504/movie_max.mp4?t=1627664524"																																																																																																																															
1431470,"Mythos Ever After: A Cthulhu Dating Sim","Oct 28, 2020","0 - 20000",0,0,4.99,0,"Welcome to Hallowearth Academy! As the premiere university of the Dreamlands, a feral and altogether rowdy planet beyond time, space, and human understanding, it boasts an extensive alumni of world-ending and world-beginning warrior-mages! Will you be one of them? Will you even survive your freshman year? (That's not a joke, most of our freshman class is slaughtered early on) Make friends, make enemies, make significant others, make other significant others jealous that you are stealing their significant other! Wake some Old Gods! Who knows what tomfoolery you will run into? Look no further, for you, gentle video game player, have found the greatest elder horror dating simulator in all of the land! Tell me of this game's many features! Romance! Interact with and maybe date a plethora of nightmare creatures! Help them achieve - or even uncover - their wildest dreams! Stand-alone dating sim set in the Army of Tentacles universe! A brand new adventure - an intermission game, if you will - set between Army of Tentacles: (Not) A Cthulhu Dating Sim and Super Army of Tentacles 3: The Search for Army of Tentacles 2 . This time, however, it isn't anything other than a straight dating sim. 10% of sales go towards the Brain Trauma Foundation.","['English']","[]","","https://cdn.akamai.steamstatic.com/steam/apps/1431470/header.jpg?t=1635032056","","","support@stegalosaurus.com",True,False,True,0,"",0,1,0,"",18,0,"Sexual innuendo.",0,0,0,0,"Stegalosaurus Game Development","Stegalosaurus Game Development","Single-player,Steam Achievements","Adventure,Indie","Dating Sim,Visual Novel,Lovecraftian,Story Rich,Interactive Fiction,Dinosaurs,2D,Cute,Romance,Life Sim,Casual,Funny,Horror,Conversation,Colorful,Cartoony,Demons,Fantasy,Sci-fi,Adventure","https://cdn.akamai.steamstatic.com/steam/apps/1431470/ss_8b39cf9725c12987cc1ca171354bd44d3fb29fe1.1920x1080.jpg?t=1635032056,https://cdn.akamai.steamstatic.com/steam/apps/1431470/ss_e3665f99ce14daea121d241634e2a3650e43a7a7.1920x1080.jpg?t=1635032056,https://cdn.akamai.steamstatic.com/steam/apps/1431470/ss_43e4d454693aaa56e5e93861425a16e0e744b736.1920x1080.jpg?t=1635032056,https://cdn.akamai.steamstatic.com/steam/apps/1431470/ss_5bd7e0c3da97b119b5cdafe1fd87cf5f43c6aaee.1920x1080.jpg?t=1635032056,https://cdn.akamai.steamstatic.com/steam/apps/1431470/ss_c47b76a1ba37efa134c222ebe1e9605ae2a07ba8.1920x1080.jpg?t=1635032056","http://cdn.akamai.steamstatic.com/steam/apps/256802900/movie_max.mp4?t=1601420092"																																																																																																																																
1794920,"Pool Adventure","Nov 7, 2021","0 - 20000",0,0,0.99,0,"Probably every person at least once in his life dreamed of getting access to video cameras in a women's locker room. Be a visitor to the pool and spy on naked girls! Relaxing music will let you immerse yourself in this process. See all the girls without exception! Pool Adventure is a first person game. If you love first-person games and naked girls, then this game will definitely not leave you indifferent! You are about to become a visitor to the pool. Complete all tasks and enter the security room to gain access to the security cameras! Spy on naked girls in the locker room! With relaxing music, immerse yourself in this exciting process. See all the girls without exception! Get the most out of this game! Features of the game: As many as 5 girls! Relaxing music and cool atmosphere! Catchy, intuitive gameplay! Beautiful girls who are nice to look at! Very beautiful graphics!","['English']","[]","","https://cdn.akamai.steamstatic.com/steam/apps/1794920/header.jpg?t=1636334031","","","quarlellle@gmail.com",True,False,False,0,"",0,0,0,"",0,0,"WARNING! This game is for adults only and it includes explicit, sexual content that some viewers may find offensive. The characters shown in the game are all over 18 years old.",0,0,0,0,"Uintani","Uintani","Single-player","Adventure,Indie","","https://cdn.akamai.steamstatic.com/steam/apps/1794920/ss_98f4b250feebbd320c39d0614fb191be39ccb652.1920x1080.jpg?t=1636334031,https://cdn.akamai.steamstatic.com/steam/apps/1794920/ss_a3e514b036aa137f60f7a0f4460e74e0b5c87f03.1920x1080.jpg?t=1636334031,https://cdn.akamai.steamstatic.com/steam/apps/1794920/ss_c2efbe6836f11091e93369a3e0dc070fed50f1a1.1920x1080.jpg?t=1636334031,https://cdn.akamai.steamstatic.com/steam/apps/1794920/ss_517ddc2ae4b8d8e8d79f77d3a43155c3a9e01287.1920x1080.jpg?t=1636334031,https://cdn.akamai.steamstatic.com/steam/apps/1794920/ss_6dce10be0fe11af66fd8d903f6e79ca54a5929d2.1920x1080.jpg?t=1636334031","http://cdn.akamai.steamstatic.com/steam/apps/256856204/movie_max.mp4?t=1634702809"																																																																																																																																
1959480,"Eternal Edge+ Prologue","May 5, 2022","0 - 0",0,0,0.0,0,"Eternal Edge + Prologue is a casual Action Adventure Role-Playing game. This prologue allows you to enjoy the beginning of the Eternal Edge + experience before buying the full game! Features 2-3 hours of gameplay including the Intro, first Major Dungeon, 3 Sub-Dungeons, and free exploration time of 'the Expanse'. Save data will be carried over to the full game, so you don't have to worry about losing your hard-earned progress. Features Travel to far off lands Fight Epic Monsters Uncover mysterious areas And save the good people from a reign of evil!","['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'Simplified Chinese', 'Turkish', 'Italian', 'Spanish - Latin America']","[]","","https://cdn.akamai.steamstatic.com/steam/apps/1959480/header.jpg?t=1652885785","https://www.righteousweaselgames.com/","https://www.righteousweaselgames.com/","ignatios.software@ignatiosproductions.com",True,False,False,0,"",0,0,0,"",0,0,"",0,0,0,0,"Righteous Weasel Games,Ignatios Prouctions LLC","Sedoc LLC,GrabTheGames","Single-player,Full controller support","Action,Adventure,RPG","","https://cdn.akamai.steamstatic.com/steam/apps/1959480/ss_6457ae0999e8df8dcf2da7f406fa8b84a7d8dbc4.1920x1080.jpg?t=1652885785,https://cdn.akamai.steamstatic.com/steam/apps/1959480/ss_4acd583adf7bae2a1d7d39acedb78652e0e62539.1920x1080.jpg?t=1652885785,https://cdn.akamai.steamstatic.com/steam/apps/1959480/ss_250090346c4d8092f1fc8cb19e5f4a7813d24a69.1920x1080.jpg?t=1652885785,https://cdn.akamai.steamstatic.com/steam/apps/1959480/ss_43d386419cdf141ad35ef2eb14edfda2c9e99e0f.1920x1080.jpg?t=1652885785,https://cdn.akamai.steamstatic.com/steam/apps/1959480/ss_4aac35d32db9074b28942c50a37cefde647e53b5.1920x1080.jpg?t=1652885785","http://cdn.akamai.steamstatic.com/steam/apps/256880862/movie_max.mp4?t=1649427489"																																																																																																																																
763550,"A Journey Through Valhalla","Sep 12, 2021","0 - 20000",0,0,5.99,0,"A Journey Through Valhalla was developed by three friends in their spare time and is by no means a AAA game. It still gives you several hours of fun and even more so if you like beating up your friends! Discover the worlds of Yggdrasil as you and your teammates help the Gods in this three player co-op Action RPG where you use your powerful abilities to lay waste to the enemies of Valhalla. Level up and build your character with our advanced skill tree and powerful weapons. Co-op Don't worry if you can't handle the boss alone. Just bring a friend or two along to keep the boss occupied while you stab him in the back. But make sure not to accidentally stab your friends while you're at it! Dying Death is not the end. Each try will get you and your team closer to your goal. You probably want to change tactics if you keep on dying though. Also, watch out for that friendly fire! Looting Look for the loot to find a host of powerful weapons, and useful armor to protect you in battle. Or maybe collect as much valuable items you can carry to sell for traits and gear back at the shop.","['English']","['English']","","https://cdn.akamai.steamstatic.com/steam/apps/763550/header.jpg?t=1633891267","https://valhalla-game.com","https://valhalla-game.com/contact.html","",True,False,False,0,"",0,3,3,"",20,0,"",0,0,0,0,"Team SÃ¤mst","Team SÃ¤mst","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements","Action,Adventure,RPG","Souls-like,Co-op,Dungeon Crawler,PvE,RPG,Action RPG,Action-Adventure,Action,3D,Third Person,Colorful,Fantasy,Loot,Magic,Medieval,Adventure,Mythology,Combat,Multiplayer,Co-op Campaign","https://cdn.akamai.steamstatic.com/steam/apps/763550/ss_8b247609fe348e5674cfdd14e117d598c558f41c.1920x1080.jpg?t=1633891267,https://cdn.akamai.steamstatic.com/steam/apps/763550/ss_653c0ac4d029db76f8738fee79ec14918c432d29.1920x1080.jpg?t=1633891267,https://cdn.akamai.steamstatic.com/steam/apps/763550/ss_461edf1fcb6599a89516513f83352f8e20234d33.1920x1080.jpg?t=1633891267,https://cdn.akamai.steamstatic.com/steam/apps/763550/ss_57512a1c4ff8000cc49c06fdfb05e51a6b819cda.1920x1080.jpg?t=1633891267,https://cdn.akamai.steamstatic.com/steam/apps/763550/ss_557bf575f3c4c8aaf9dd674eaafa4a064d1665b2.1920x1080.jpg?t=1633891267","http://cdn.akamai.steamstatic.com/steam/apps/256841593/movie_max.mp4?t=1626026817"																																																																																																																																
1445370,"COUNTDOWN","Jan 10, 2021","0 - 20000",0,0,0.99,0,"Play with up to 12 players online and work together to prepare to escape the space station before it is destroyed. But watch out! Androids have 'woken up' and are attempting to destroy the station and all witnesses! I am the sole developer of COUNTDOWN. New feature development has been put on hold as I focus on the release of my next title. Any game-breaking bugs will be addressed as soon as possible. Please report any via email or our discord server. In-game proximity chat! Crewmates: Complete tasks to delay the self-destruct sequence and prepare your ship for evacuation Androids will attempt to thwart your efforts by hacking your visor, ejecting you from the airlock, causing reactor meltdowns Use security terminals to keep an eye on suspicious activities Call emergency meetings or report dead bodies to vote to eject the rogue AI Androids: EXTERMINATE all humans. Trick the humans into ejecting each other. Hack the systems on board to prey on the humans Features: Customize victory conditions and various cooldowns In game chat Pick your color","['English']","['English']","","https://cdn.akamai.steamstatic.com/steam/apps/1445370/header.jpg?t=1629312010","","https://www.hellofriendgames.com","hellofriendllc@gmail.com",True,False,False,0,"",0,6,1,"",0,0,"",0,0,0,0,"Hello Friend LLC","Hello Friend LLC","Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op","Action,Indie,Early Access","Social Deduction,PvP,Survival,Sci-fi,Space,Strategy,Multiplayer,Online Co-Op,3D,Third Person,First-Person,Psychological Horror,Team-Based,Action,Stealth,Tactical,Hacking,Futuristic,Co-op,Early Access","https://cdn.akamai.steamstatic.com/steam/apps/1445370/ss_32fa185ca0b08cf56f84fa54321dc1c41e4b20cb.1920x1080.jpg?t=1629312010,https://cdn.akamai.steamstatic.com/steam/apps/1445370/ss_35fe5f86d6260c838dce51cd025c06803c837b04.1920x1080.jpg?t=1629312010,https://cdn.akamai.steamstatic.com/steam/apps/1445370/ss_bdceb55e36b161a05d414dff902f7a4e0d70e87d.1920x1080.jpg?t=1629312010,https://cdn.akamai.steamstatic.com/steam/apps/1445370/ss_5588da4259e5dfb12d326d960358e036a6b1f11d.1920x1080.jpg?t=1629312010,https://cdn.akamai.steamstatic.com/steam/apps/1445370/ss_c3d1e6f228bf926f4ef30b1b1406a5a2628322dc.1920x1080.jpg?t=1629312010,https://cdn.akamai.steamstatic.com/steam/apps/1445370/ss_c4cdb0998e3d53688e7894155816644a4148d5b0.1920x1080.jpg?t=1629312010,https://cdn.akamai.steamstatic.com/steam/apps/1445370/ss_4faf1ebb9cf14008648f0be27a91b3d854adabce.1920x1080.jpg?t=1629312010,https://cdn.akamai.steamstatic.com/steam/apps/1445370/ss_6e60ece2895f1b24fbe2cf6da0e17ce0f906459e.1920x1080.jpg?t=1629312010,https://cdn.akamai.steamstatic.com/steam/apps/1445370/ss_6b7ec808865c64938595cf548ecd656f7bb4a8ff.1920x1080.jpg?t=1629312010,https://cdn.akamai.steamstatic.com/steam/apps/1445370/ss_e76da3650db3fa6b6bbdcf2db0b277c641c9b6d5.1920x1080.jpg?t=1629312010,https://cdn.akamai.steamstatic.com/steam/apps/1445370/ss_a0536bb5443b42c2080654ba51e0426b0c5f048d.1920x1080.jpg?t=1629312010,https://cdn.akamai.steamstatic.com/steam/apps/1445370/ss_11264b0d977035a1bcc5c67b2fa704ae1f69f2e4.1920x1080.jpg?t=1629312010","http://cdn.akamai.steamstatic.com/steam/apps/256823720/movie_max.mp4?t=1614217552,http://cdn.akamai.steamstatic.com/steam/apps/256821207/movie_max.mp4?t=1612580081,http://cdn.akamai.steamstatic.com/steam/apps/256806778/movie_max.mp4?t=1604291755,http://cdn.akamai.steamstatic.com/steam/apps/256819136/movie_max.mp4?t=1611280198"																																																																																																																																
464230,"Colours of Magic: Aqua Teeter","Apr 25, 2016","20000 - 50000",1,0,0.99,0,"As an apprentice magician and alchemist, you learn from different alchemy masters. They teach you to mix elixirs, create potions and control them on alchemist table. Prove everyone that you are a born alchemist! Key features: - 60 levels of varying difficulty in 5 scenarios	 - realistic fluid animation and physics	 - challenging puzzles	 - fancy hand-drawn graphics P.S. This game was initially designed for devices with accelerometer but for PC we decided to add WASD and arrow controls, that made the game even more difficult and entertaining!","['English', 'Russian', 'Portuguese', 'Portuguese - Brazil', 'Ukrainian']","[]","","https://cdn.akamai.steamstatic.com/steam/apps/464230/header.jpg?t=1531925953","https://www.facebook.com/coloursofmagicgame/","http://runserver.net/support/fluids","fluids@runserver.net",True,True,True,0,"",0,69,17,"",17,0,"",340,0,340,0,"RunServer","RunServer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Casual,Indie","Casual,Indie,Puzzle,Singleplayer,Hand-drawn,Family Friendly,Colorful,Relaxing,Cute,Top-Down,Cartoon","https://cdn.akamai.steamstatic.com/steam/apps/464230/ss_ca91fe6e1cab0b976a7f27a794f225d7969d627d.1920x1080.jpg?t=1531925953,https://cdn.akamai.steamstatic.com/steam/apps/464230/ss_e8b6e71c122aa95050183e5c66b5bba2f4b52265.1920x1080.jpg?t=1531925953,https://cdn.akamai.steamstatic.com/steam/apps/464230/ss_ea01d5e2d4810fb13339707afc23c82ffd4db2d9.1920x1080.jpg?t=1531925953,https://cdn.akamai.steamstatic.com/steam/apps/464230/ss_64eef39024b2099df50844d7e998dcea02eda9f4.1920x1080.jpg?t=1531925953,https://cdn.akamai.steamstatic.com/steam/apps/464230/ss_a518f328dc2d6e2f01c7732aa2a61445b58c99c3.1920x1080.jpg?t=1531925953","http://cdn.akamai.steamstatic.com/steam/apps/256663432/movie_max.mp4?t=1461586494,http://cdn.akamai.steamstatic.com/steam/apps/256663148/movie_max.mp4?t=1461178832,http://cdn.akamai.steamstatic.com/steam/apps/256663147/movie_max.mp4?t=1461178821"																																																																																																																													
1293830,"Forza Horizon 4","Mar 9, 2021","2000000 - 5000000",7571,0,59.99,15,"Dynamic seasons change everything at the worldâ€™s greatest automotive festival. Go it alone or team up with others to explore beautiful and historic Britain in a shared open world. Collect, modify and drive over 450 cars. Race, stunt, create and explore â€“ choose your own path to become a Horizon Superstar. Collect Over 450 Cars Enjoy the largest and most diverse Horizon car roster yet, including over 100 licensed manufacturers. Race. Stunt. Create. Explore. In the new open-ended campaign, everything you do progresses your game. Explore a Shared World Real players populate your world. When time of day, weather and seasons change, everyone playing the game experiences it at the same time. Explore Beautiful, Historic Britain This is Britain Like Youâ€™ve Never Seen it. Discover lakes, valleys, castles, and breathtaking scenery all in spectacular native 4K and HDR.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish']","['English', 'French', 'German', 'Portuguese - Brazil', 'Spanish - Latin America', 'Turkish']","","https://cdn.akamai.steamstatic.com/steam/apps/1293830/header.jpg?t=1622068013","http://www.forzamotorsport.net","https://support.forzamotorsport.net/","",True,False,False,0,"",0,122539,15095,"",178,126316,"",2518,230,1021,130,"Playground Games","Xbox Game Studios","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Racing","Racing,Open World,Driving,Multiplayer,Online Co-Op,Automobile Sim,Singleplayer,Realistic,Adventure,PvP,Arcade,Controller,Simulation,Exploration,Action,Sports,Great Soundtrack,Atmospheric,First-Person,Funny","https://cdn.akamai.steamstatic.com/steam/apps/1293830/ss_e88792a0331f460d913ac05203f7c1b12112b14c.1920x1080.jpg?t=1622068013,https://cdn.akamai.steamstatic.com/steam/apps/1293830/ss_d2046bdb2f6acdf9b88c3c168e9eaec38495f063.1920x1080.jpg?t=1622068013,https://cdn.akamai.steamstatic.com/steam/apps/1293830/ss_e872c3153b246b4f595d7106976c6e63d4185c45.1920x1080.jpg?t=1622068013,https://cdn.akamai.steamstatic.com/steam/apps/1293830/ss_56d3181c30a7975a46c4f2d8391861890508d7ba.1920x1080.jpg?t=1622068013,https://cdn.akamai.steamstatic.com/steam/apps/1293830/ss_66354376f93c5581628e8564e663104cbb201665.1920x1080.jpg?t=1622068013,https://cdn.akamai.steamstatic.com/steam/apps/1293830/ss_6aff9bfcaeb460988148efe3c83448fd93e6641a.1920x1080.jpg?t=1622068013,https://cdn.akamai.steamstatic.com/steam/apps/1293830/ss_34be8257854f966bc323eccefc4df91ba6062bfe.1920x1080.jpg?t=1622068013,https://cdn.akamai.steamstatic.com/steam/apps/1293830/ss_1b6f2f86ea117a38d5b527e62ab030a930db972f.1920x1080.jpg?t=1622068013,https://cdn.akamai.steamstatic.com/steam/apps/1293830/ss_f79c110d699dadfdb6945984a65a2aa825787075.1920x1080.jpg?t=1622068013,https://cdn.akamai.steamstatic.com/steam/apps/1293830/ss_f92439ec8b8be406b1a42beec98195c3ac82e4c3.1920x1080.jpg?t=1622068013,https://cdn.akamai.steamstatic.com/steam/apps/1293830/ss_ae4d2485f415b08ba4c00195d29680369e23405a.1920x1080.jpg?t=1622068013,https://cdn.akamai.steamstatic.com/steam/apps/1293830/ss_e38c55bd04ac05d3eb319f92981565df735882f0.1920x1080.jpg?t=1622068013,https://cdn.akamai.steamstatic.com/steam/apps/1293830/ss_c0271116cbfb7be15679861e4b5d0549826dbb04.1920x1080.jpg?t=1622068013","http://cdn.akamai.steamstatic.com/steam/apps/256820708/movie_max.mp4?t=1612810771"																																																																																																																																
1509640,"Viking Warrior","Jan 19, 2021","0 - 20000",0,0,3.99,0,"We were inspired by Dark Souls game and it was created by ONE MAN ONLY!!! Become one of the last of the magic warriors and stop dark forces A long long time ago, more than memory can recall... It was a time when magic still ruled the world. We were the great tribe in the North. We were the ancestors of the Vikings and used the magic to prosper and build our fabulous civilization... Viking Warrior is a third-person action role-playing game. It is made in famous Dark Souls style where everything is dark and difficult! Explore this game as a Viking Warrior now! Key Features: - Very difficult - 5 unique environment worlds! - Fearsome enemies - Big-bosses - Different type of attacks - swords, archery and MAGIC!","['English']","['English']","","https://cdn.akamai.steamstatic.com/steam/apps/1509640/header.jpg?t=1624902073","","","777.ideas@gmail.com",True,False,False,0,"",0,2,17,"",0,0,"This game contain violence as fighting, shooting with different type of enemies",0,0,0,0,"VikingWarrior","VikingWarrior","Single-player","Action,Adventure,Indie,RPG","Action,Adventure,RPG,Souls-like,Action-Adventure,Character Action Game,3D Platformer,3D,Realistic,Third Person,Dark,Fantasy,Magic,Medieval,Archery,Combat,Singleplayer,Violent,Indie","https://cdn.akamai.steamstatic.com/steam/apps/1509640/ss_ac54303c48547af2a67104bde4f24efc7eadcdd7.1920x1080.jpg?t=1624902073,https://cdn.akamai.steamstatic.com/steam/apps/1509640/ss_ed8e6b5a8b7ecffd69ebff6af4e53bfa6fd0c100.1920x1080.jpg?t=1624902073,https://cdn.akamai.steamstatic.com/steam/apps/1509640/ss_8f5a8140e80b354860b4ca0d15d5ac4284c6040d.1920x1080.jpg?t=1624902073,https://cdn.akamai.steamstatic.com/steam/apps/1509640/ss_4cb0a8b4fe994b2ea3b145a0bc8dcf23299a9d17.1920x1080.jpg?t=1624902073,https://cdn.akamai.steamstatic.com/steam/apps/1509640/ss_0aeeab2d07cb825ead573acafabf75ddadb46cc8.1920x1080.jpg?t=1624902073","http://cdn.akamai.steamstatic.com/steam/apps/256817886/movie_max.mp4?t=1610437470,http://cdn.akamai.steamstatic.com/steam/apps/256816516/movie_max.mp4?t=1609244787"																																																																																																																																
1135380,"ä¸å¯æ€è®®ä½£å…µå›¢","Oct 3, 2019","0 - 20000",0,0,3.99,0,"With the rise of professional soldiers, the status of mercenary groups is at stake in the mainland. The Garonne Mercenary Corps, which once resisted the Orc's attack, appeared to be more lonely after the head of the team disappeared. The sudden mission of the Rose broke the daily routine of the mercenary group that survived the struggle. Is it a trap? Still an opportunity? What is hidden behind the royal mission? Character introduction: Lei Lizhen: The ace of the Garon Mercenary The 18-year-old girl has calmness and indifference that is inconsistent with her appearance. And the beginning of all this stems from an accident in childhood. Although it is a childhood friend, the relationship between the two has been extremely close. But the trauma of childhood makes RAYMOND å¼‚å¸¸ very sensitive to parting. As she grew older, she chose to close her heart and wait for people to become cold. Once thought that power would be omnipotent. She is even more convinced that the world itself is a 'weak meat and strong food', but she does not know that such cognition also shuts out other people's concern for her. Linasha: The appearance is only 12 years old, but has a age of nearly 30 years old. Unlike the cute and well-behaved appearance, as the main magician of the Garon mercenary group Known as the 'flame elf', she not only has superb magical ability. And the love of mischief, so that the mercenary group of people have a headache. But at the same time, Lina Shah was slightly emotional, and even when she was a little bit of trouble, she even felt pitiful. No one knows what she experienced before coming to the Garon Mercenary No one has ever seen what she is behind that smiley face. Notes: All Charactors in this game are older than 18.","['Simplified Chinese']","[]","","https://cdn.akamai.steamstatic.com/steam/apps/1135380/header.jpg?t=1570161605","","","misaka10777game@yahoo.com",True,False,False,0,"",0,6,4,"",0,0,"",0,0,0,0,"æŠ˜å‡³å·¥ä½œå®¤","æŠ˜å‡³å·¥ä½œå®¤","Single-player","Indie","Sexual Content,Nudity,Indie,Visual Novel","https://cdn.akamai.steamstatic.com/steam/apps/1135380/ss_2da45a3fb2c4c2bd291df4bc6de6a8ec2105a5f4.1920x1080.jpg?t=1570161605,https://cdn.akamai.steamstatic.com/steam/apps/1135380/ss_0a4e861833483b85bbaa616b29b16baa8a56128f.1920x1080.jpg?t=1570161605,https://cdn.akamai.steamstatic.com/steam/apps/1135380/ss_8ae7d1d10a63749b31c91d61f1eff9464688e930.1920x1080.jpg?t=1570161605,https://cdn.akamai.steamstatic.com/steam/apps/1135380/ss_b04856265a58e043a77c76de442010305c137bd7.1920x1080.jpg?t=1570161605,https://cdn.akamai.steamstatic.com/steam/apps/1135380/ss_6660f69d3963f7ab547fd7af97c9340bb3a69dc3.1920x1080.jpg?t=1570161605","http://cdn.akamai.steamstatic.com/steam/apps/256759833/movie_max.mp4?t=1568941110"																																																																																																																																
